mould_position,point,datetime,exp_param_a,exp_param_b,exp_param_c,time_elapsed_hours,estimated_halflife_hours,time_elapsed_halflives,lin_param_m,lin_param_c
D1,3,2023-06-05 09:33:12,11.467635892703052,0.0329977554829524,88.53236410729696,96.06,21.01,4.57,-0.0241,91.2944
D1,4,2023-06-06 09:32:41,11.868572983558332,0.030725991835936,88.11277089467198,120.06,22.56,5.32,-0.0134,90.0017
D1,5,2023-06-07 09:55:40,12.1733371369007,0.028593499952970898,87.76977921978552,144.44,24.24,5.96,-0.008,89.1121
