mould_position,datetime,G_stoichiometry,CA_stoichiometry,IA_stoichiometry,x1,x2,x3,mould_mass_g,mould_polymer_mass_g,polymer_mass_g
A1,2026-08-06 20:50:33,1.0,1.3451,0.0128,0.5698,0.7997,0.9929,3.13859,6.33453,3.19594
A2,2026-08-06 21:21:52,1.0,0.3187,1.4303,0.482761793,0.933671721,0.260344154,3.14813,6.56711,3.4189799999999995
A3,2026-08-06 21:41:39,1.0,0.1579,0.7276,0.021018808,0.035126747,0.297108235,3.19367,6.41345,3.21978
A4,2026-08-06 22:01:00,1.0,0.0102,1.2943,0.0,0.321289245,0.020397838,3.07763,6.5363,3.4586699999999997
A5,2026-08-06 22:19:27,1.0,0.7774,0.3738,0.337,0.6476,0.7731,3.14854,6.24524,3.0967
