mould_position,datetime,G_stoichiometry,CA_stoichiometry,IA_stoichiometry,x1,x2,x3,mould_mass_g,mould_polymer_mass_g,polymer_mass_g
A1,2026-08-04 08:53:34,1.0,1.3451,0.0128,0.5698,0.7997,0.9929,3.1391,6.385,3.2459
A2,2026-08-04 09:22:52,1.0,0.3187,1.4303,0.482761793,0.933671721,0.260344154,3.11728,6.45115,3.33387
A3,2026-08-04 09:53:14,1.0,0.1579,0.7276,0.021018808,0.035126747,0.297108235,3.09344,6.3406,3.24716
A4,2026-08-04 10:18:35,1.0,0.0102,1.2943,0.0,0.321289245,0.020397838,3.26201,6.40062,3.13861
B1,2026-08-04 10:39:37,1.0,0.7774,0.3738,0.337,0.6476,0.7731,3.21793,6.44378,3.2258500000000003
